update,transitions,mean_reward,mean_length,loss,policy_loss,value_loss,entropy,gradient_norm,fruit_rate,wall_rate,self_bite_rate,win_rate
666,681984,0.11943359673023224,6.453125,-0.042198546230793,-0.05534714460372925,0.028725776821374893,0.12142889946699142,0.44893720746040344,0.2587890625,0.0,0.0498046875,0.0
667,683008,0.1166992112994194,6.3125,0.018497321754693985,0.007990662008523941,0.02348681539297104,0.12367471307516098,0.3021327555179596,0.2587890625,0.0,0.0634765625,0.0
668,684032,0.12333983927965164,5.953125,0.02137017622590065,0.008762418292462826,0.027786195278167725,0.12853404879570007,0.41222497820854187,0.2724609375,0.0,0.064453125,0.0
669,685056,0.11748047173023224,6.40625,-0.02465282380580902,-0.03917059302330017,0.031506795436143875,0.12356293201446533,0.5552307963371277,0.2548828125,0.0,0.0498046875,0.0
670,686080,0.11064453423023224,5.921875,-0.04419964179396629,-0.05834658443927765,0.03101925179362297,0.13626855611801147,0.44315436482429504,0.2421875,0.0009765625,0.0517578125,0.0
671,687104,0.11572265625,6.59375,0.007029091008007526,-0.007683529518544674,0.03209792077541351,0.13363397121429443,0.5329030752182007,0.2490234375,0.0,0.0439453125,0.0
672,688128,0.11249999701976776,6.265625,0.006118654273450375,-0.005617064423859119,0.026092572137713432,0.1310567557811737,0.4227169454097748,0.248046875,0.0,0.0576171875,0.0
673,689152,0.11113280802965164,5.765625,-0.02449887804687023,-0.035300131887197495,0.024290788918733597,0.13441413640975952,0.4931217133998871,0.24609375,0.0,0.0595703125,0.0
674,690176,0.11142577230930328,5.859375,-0.008786558173596859,-0.019844992086291313,0.024791793897747993,0.13374631106853485,0.24334998428821564,0.2470703125,0.00390625,0.05859375,0.0
675,691200,0.12031249701976776,6.640625,-0.01800403743982315,-0.03169642761349678,0.02977180853486061,0.11935144662857056,0.2846274971961975,0.259765625,0.0,0.0478515625,0.0
676,692224,0.10927733778953552,5.890625,0.003916822373867035,-0.007363438606262207,0.025244833901524544,0.1342156082391739,0.2518938481807709,0.2412109375,0.0,0.056640625,0.0
677,693248,0.12158203125,6.484375,-0.028832079842686653,-0.041851408779621124,0.028461940586566925,0.12116405367851257,0.41950178146362305,0.267578125,0.0009765625,0.060546875,0.0
678,694272,0.11601562052965164,5.953125,-0.019430721178650856,-0.03149508684873581,0.026543371379375458,0.12073201686143875,0.23529808223247528,0.2578125,0.0,0.064453125,0.0
679,695296,0.11298827826976776,6.65625,-0.023932447656989098,-0.03616682067513466,0.02713731676340103,0.13342854380607605,0.23660331964492798,0.2470703125,0.0,0.052734375,0.0
680,696320,0.12070312350988388,5.75,-0.006847994867712259,-0.02231328934431076,0.03334973007440567,0.12095706164836884,0.5748574733734131,0.265625,0.0,0.060546875,0.0
681,697344,0.1240234449505806,6.171875,0.0050671822391450405,-0.007870124652981758,0.028343480080366135,0.12344332784414291,0.3508851230144501,0.2724609375,0.0009765625,0.060546875,0.0
682,698368,0.11796874552965164,6.625,0.005884537473320961,-0.006489228457212448,0.027242178097367287,0.12473230063915253,0.2709561288356781,0.25390625,0.0,0.044921875,0.0
683,699392,0.11240234225988388,6.796875,0.001396695850417018,-0.011269962415099144,0.02777056209743023,0.12186227738857269,0.35547688603401184,0.2451171875,0.0,0.05078125,0.0
684,700416,0.12177734822034836,6.625,-0.004479941911995411,-0.021343955770134926,0.03633721172809601,0.13045921921730042,0.3445098102092743,0.2685546875,0.001953125,0.0615234375,0.0
685,701440,0.11865234375,6.671875,-0.007017713040113449,-0.021580886095762253,0.031792886555194855,0.13332700729370117,0.31844478845596313,0.2607421875,0.0,0.05859375,0.0
686,702464,0.11318360269069672,5.8125,0.0019758627749979496,-0.010792938061058521,0.028096985071897507,0.1279691755771637,0.21141573786735535,0.2529296875,0.0,0.06640625,0.0
687,703488,0.12529295682907104,5.484375,0.0032256986014544964,-0.009831157512962818,0.028566118329763412,0.12262029945850372,0.17834804952144623,0.2744140625,0.0,0.0595703125,0.0
688,704512,0.10927734524011612,5.890625,-0.011098471470177174,-0.02114475704729557,0.02260715514421463,0.12572921812534332,0.3508436679840088,0.2392578125,0.0,0.0517578125,0.0
689,705536,0.11787109076976776,6.6875,-0.0011125493329018354,-0.01675274595618248,0.03383713215589523,0.1278369426727295,0.4100341796875,0.2568359375,0.0,0.052734375,0.0
690,706560,0.11259765923023224,6.296875,0.004796248394995928,-0.005367729347199202,0.022853272035717964,0.12626582384109497,0.27496767044067383,0.2490234375,0.0,0.0595703125,0.0
691,707584,0.11533202975988388,5.890625,0.004177972674369812,-0.005518387071788311,0.02195534110069275,0.12813109159469604,0.21895717084407806,0.2568359375,0.0,0.0654296875,0.0
692,708608,0.11513671278953552,6.09375,-0.029000835493206978,-0.041300468146800995,0.027105122804641724,0.12529289722442627,0.22317487001419067,0.25,0.0009765625,0.048828125,0.0
693,709632,0.11191406100988388,5.765625,-0.02726016752421856,-0.03973104804754257,0.02762851119041443,0.1343374252319336,0.23711402714252472,0.248046875,0.0,0.060546875,0.0
694,710656,0.11435547471046448,5.59375,-0.01731771044433117,-0.03063199296593666,0.02919195033609867,0.1281692087650299,0.20394445955753326,0.2509765625,0.0,0.0556640625,0.0
695,711680,0.12216797471046448,6.203125,0.0047366926446557045,-0.007787124253809452,0.027325406670570374,0.11388862878084183,0.19400227069854736,0.265625,0.0009765625,0.052734375,0.0
696,712704,0.11962890625,6.78125,0.003331206040456891,-0.009985700249671936,0.029137514531612396,0.12518510222434998,0.2216961532831192,0.2568359375,0.0,0.0439453125,0.0
697,713728,0.11152344197034836,6.328125,-0.011363837867975235,-0.023799771443009377,0.027586765587329865,0.13574489951133728,0.2856760621070862,0.244140625,0.001953125,0.0517578125,0.0
698,714752,0.11611327528953552,6.265625,-0.00865202397108078,-0.022548114880919456,0.030422456562519073,0.13151369988918304,0.297617107629776,0.2529296875,0.0,0.0517578125,0.0
699,715776,0.11171874403953552,5.484375,-0.02225062996149063,-0.034388475120067596,0.026907382532954216,0.1315847635269165,0.3209047317504883,0.24609375,0.001953125,0.0556640625,0.0
700,716800,0.11455078423023224,5.96875,0.0006861226866021752,-0.00996333733201027,0.023684032261371613,0.11925560981035233,0.2341461330652237,0.2470703125,0.0,0.044921875,0.0
701,717824,0.11279296875,6.671875,0.021051933988928795,0.010812447406351566,0.02295718900859356,0.12391076982021332,0.4481029212474823,0.2470703125,0.0,0.0537109375,0.0
702,718848,0.11210937798023224,5.75,-0.014238346368074417,-0.02795891836285591,0.030202114954590797,0.13804851472377777,0.2382989227771759,0.2490234375,0.0029296875,0.060546875,0.0
703,719872,0.11357422173023224,5.484375,-0.004600606393069029,-0.014856941998004913,0.02318645268678665,0.1336890608072281,0.24058589339256287,0.2470703125,0.0,0.0498046875,0.0
